11	2.09861228866811
129000	2.09861228866811
175000	2.09861228866811
2012	2.09861228866811
2013	2.09861228866811
2014	1.587786664902119
2017	1.8109302162163288
65	1.8109302162163288
66	2.09861228866811
67	2.09861228866811
accelerate	2.09861228866811
accord	1.8109302162163288
add	2.09861228866811
announce	1.8109302162163288
ask	2.09861228866811
asset	1.8109302162163288
billion	1.587786664902119
bond	1.8109302162163288
bondbuying	2.09861228866811
cash	2.09861228866811
chair	2.09861228866811
change	1.587786664902119
charles	1.587786664902119
chief	2.09861228866811
come	1.8109302162163288
committee	2.09861228866811
concern	2.09861228866811
confirm	2.09861228866811
country	2.09861228866811
current	2.09861228866811
curve	2.09861228866811
data	1.8109302162163288
december	1.8109302162163288
degree	2.09861228866811
department	2.09861228866811
direction	1.8109302162163288
ease	2.09861228866811
economic	1.587786664902119
economist	2.09861228866811
economy	1.587786664902119
employer	2.09861228866811
end	2.09861228866811
expect	1.8109302162163288
expected	2.09861228866811
far	2.09861228866811
faster	2.09861228866811
february	1.587786664902119
fed	1.587786664902119
federal	1.587786664902119
feds	2.09861228866811
financial	2.09861228866811
fomc	1.8109302162163288
forecast	2.09861228866811
friday	2.09861228866811
fund	2.09861228866811
future	1.8109302162163288
gain	2.09861228866811
government	2.09861228866811
growth	1.587786664902119
half	2.09861228866811
high	1.587786664902119
important	2.09861228866811
improve	2.09861228866811
include	2.09861228866811
increase	2.09861228866811
inflation	1.587786664902119
interactive	2.09861228866811
investor	1.8109302162163288
ist	2.09861228866811
janet	2.09861228866811
job	1.8109302162163288
labor	2.09861228866811
largely	2.09861228866811
late	1.8109302162163288
lead	2.09861228866811
leave	1.8109302162163288
level	2.09861228866811
line	2.09861228866811
london	2.09861228866811
low	2.09861228866811
main	2.09861228866811
make	1.8109302162163288
management	2.09861228866811
mar	1.587786664902119
march	1.8109302162163288
measure	1.8109302162163288
measured	2.09861228866811
meet	2.09861228866811
meeting	1.8109302162163288
monday	1.8109302162163288
money	2.09861228866811
month	1.587786664902119
monthly	1.587786664902119
need	2.09861228866811
new	1.587786664902119
news	1.8109302162163288
note	1.8109302162163288
number	1.587786664902119
official	2.09861228866811
open	2.09861228866811
opinion	2.09861228866811
outlook	2.09861228866811
pace	1.8109302162163288
page	2.09861228866811
paris	1.8109302162163288
philadelphia	1.587786664902119
play	2.09861228866811
plosser	1.587786664902119
policy	1.587786664902119
policymakers	2.09861228866811
president	1.587786664902119
pretty	2.09861228866811
price	1.8109302162163288
program	1.8109302162163288
programme	2.09861228866811
provide	1.8109302162163288
purchase	1.587786664902119
rate	1.8109302162163288
reason	2.09861228866811
recent	2.09861228866811
recovery	2.09861228866811
reduce	1.8109302162163288
reducing	2.09861228866811
reflect	2.09861228866811
remain	2.09861228866811
report	2.09861228866811
represent	2.09861228866811
reserve	1.587786664902119
reuters	2.09861228866811
right	1.8109302162163288
rise	2.09861228866811
search	2.09861228866811
september	2.09861228866811
session	2.09861228866811
set	2.09861228866811
severe	1.8109302162163288
share	2.09861228866811
sign	2.09861228866811
socalled	2.09861228866811
speech	1.8109302162163288
step	1.587786664902119
stimulus	2.09861228866811
stop	2.09861228866811
story	2.09861228866811
suggest	2.09861228866811
taper	1.8109302162163288
tell	2.09861228866811
time	1.8109302162163288
trim	2.09861228866811
try	2.09861228866811
unemployment	2.09861228866811
vote	2.09861228866811
weak	1.8109302162163288
weakness	1.8109302162163288
weather	1.8109302162163288
week	1.8109302162163288
winter	1.8109302162163288
work	1.8109302162163288
yellen	2.09861228866811
